message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.836352872";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.834450822";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.833152716";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.819876230";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.817886032";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.816653493";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.804468638";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.802402312";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.801147135";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.788052328";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.785983274";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.784663110";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.772610855";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.770548606";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.769073982";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.756141828";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.754073620";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.752564786";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.740614132";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.738547985";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.736998954";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.724095303";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.721977333";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.720494973";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.708608217";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.706487481";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.704953257";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.692138808";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.690092525";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.688435030";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.676656609";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.673668869";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.672911186";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.660161872";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.658153427";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.656322608";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.643684080";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.641679932";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.640848167";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.628177074";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.626128627";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.625229655";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.611648898";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.610580364";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.608730074";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.596250682";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.594181037";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.593165080";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.579817709";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.577818866";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.576741350";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.564347312";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.562399665";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.561184495";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.547837324";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.545911211";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.544701434";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.532297791";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.530446323";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.529114682";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.515840455";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.513943331";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.512605753";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.500424277";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.498448924";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.497060507";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.484020406";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.482104775";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.480518689";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.468530211";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.465710822";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.464972234";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.452083850";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.450256191";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.448503781";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.436653989";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.433839190";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.433025533";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.420144417";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.418425341";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.416468988";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.404519916";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.401937944";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.400918139";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.388049560";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.386437313";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.385291813";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.372534381";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.369962553";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.368758471";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.355962902";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.353561678";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.353150362";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.340464264";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.338172333";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.336646344";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.324042431";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.321735140";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.321074223";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.308588111";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.306324808";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.304532387";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.292166222";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.289939454";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.289019975";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.276630367";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.274566998";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim3.sim";"1695476438.272567754";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim1.sim";"1695476438.260112887";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.105570, y=11.116197])";"30";"turtlesim2.sim";"1695476438.258122421";"/home/mubiys/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
